ID,Date,Symbol,Open,High,Low,Close,Volume,Market Cap,Year,Month,Day,DayOfWeek
51,2015-09-27,ETH,0.791277,0.791277,0.719169,0.720839,413801.0,58149600.0,2015,9,9,6
52,2015-09-28,ETH,0.723715,0.725677,0.557062,0.582886,1320890.0,53201800.0,2015,9,9,0
53,2015-09-29,ETH,0.579414,0.67583,0.558346,0.661146,913992.0,42607700.0,2015,9,9,1
54,2015-09-30,ETH,0.661192,0.746722,0.635861,0.738644,619926.0,48636600.0,2015,9,9,2
55,2015-10-01,ETH,0.7343069999999999,0.7343069999999999,0.655906,0.6902149999999999,596084.0,54032300.0,2015,10,10,3
56,2015-10-02,ETH,0.683732,0.69112,0.654605,0.678574,219318.0,50328700.0,2015,10,10,4
57,2015-10-03,ETH,0.678783,0.709204,0.6754819999999999,0.687171,163326.0,49981900.0,2015,10,10,5
58,2015-10-04,ETH,0.686343,0.693126,0.660716,0.668379,103497.0,50556000.0,2015,10,10,6
59,2015-10-05,ETH,0.666784,0.674438,0.62445,0.6286430000000001,234263.0,49131600.0,2015,10,10,0
60,2015-10-06,ETH,0.622218,0.653944,0.60623,0.650645,262674.0,45863300.0,2015,10,10,1
61,2015-10-07,ETH,0.650515,0.656301,0.6024229999999999,0.609388,218327.0,47964700.0,2015,10,10,2
62,2015-10-08,ETH,0.6095010000000001,0.633138,0.591971,0.6217159999999999,310266.0,44955900.0,2015,10,10,3
63,2015-10-09,ETH,0.655084,0.692296,0.632116,0.650628,386420.0,48334900.0,2015,10,10,4
64,2015-10-10,ETH,0.641187,0.649022,0.624374,0.627857,141555.0,47325200.0,2015,10,10,5
65,2015-10-11,ETH,0.6274609999999999,0.639506,0.6183350000000001,0.634963,102128.0,46327500.0,2015,10,10,6
66,2015-10-12,ETH,0.6345149999999999,0.6577890000000001,0.62603,0.62603,109567.0,46864200.0,2015,10,10,0
67,2015-10-13,ETH,0.627943,0.6302399999999999,0.599214,0.6076550000000001,303044.0,46395200.0,2015,10,10,1
68,2015-10-14,ETH,0.61224,0.61224,0.48397399999999996,0.522968,971664.0,45250600.0,2015,10,10,2
69,2015-10-15,ETH,0.523278,0.5727140000000001,0.51473,0.561878,371022.0,38688300.0,2015,10,10,3
70,2015-10-16,ETH,0.562593,0.568861,0.522533,0.5364949999999999,249891.0,41608900.0,2015,10,10,4
71,2015-10-17,ETH,0.534117,0.5634600000000001,0.526961,0.5471779999999999,313860.0,39515900.0,2015,10,10,5
72,2015-10-18,ETH,0.547913,0.552234,0.512861,0.517734,133690.0,40550400.0,2015,10,10,6
73,2015-10-19,ETH,0.517621,0.521546,0.480994,0.48901400000000006,243742.0,38321300.0,2015,10,10,0
74,2015-10-20,ETH,0.489629,0.501898,0.431648,0.434829,383921.0,36261200.0,2015,10,10,1
75,2015-10-21,ETH,0.43158900000000006,0.48298800000000003,0.420897,0.447329,609085.0,31973600.0,2015,10,10,2
76,2015-10-22,ETH,0.444988,0.619466,0.420991,0.567702,924822.0,32977300.0,2015,10,10,3
77,2015-10-23,ETH,0.5663699999999999,0.611743,0.5042840000000001,0.5396569999999999,878822.0,41986400.0,2015,10,10,4
78,2015-10-24,ETH,0.5396810000000001,0.577396,0.518688,0.5635899999999999,258356.0,40022100.0,2015,10,10,5
79,2015-10-25,ETH,0.563207,0.688192,0.561383,0.616039,635384.0,41781300.0,2015,10,10,6
80,2015-10-26,ETH,0.619743,0.757517,0.5970979999999999,0.731317,1089120.0,45991300.0,2015,10,10,0
81,2015-10-27,ETH,0.7088899999999999,0.898172,0.7088899999999999,0.869641,1846370.0,52624300.0,2015,10,10,1
82,2015-10-28,ETH,0.8709379999999999,1.06,0.8078569999999999,1.0,2373050.0,64676600.0,2015,10,10,2
83,2015-10-29,ETH,1.01,1.21,0.9473739999999999,1.21,2279240.0,74675600.0,2015,10,10,3
84,2015-10-30,ETH,1.21,1.35,0.96816,1.04,2429200.0,89857400.0,2015,10,10,4
85,2015-10-31,ETH,1.05,1.06,0.9001709999999999,0.9166270000000001,673892.0,77800304.0,2015,10,10,5
86,2015-11-01,ETH,0.920847,1.08,0.8990819999999999,1.06,588913.0,68477200.0,2015,11,11,6
87,2015-11-02,ETH,1.06,1.1,0.9536469999999999,0.9897889999999999,1145200.0,78701400.0,2015,11,11,0
88,2015-11-03,ETH,0.994568,1.07,0.936615,1.01,1907690.0,74010000.0,2015,11,11,1
89,2015-11-04,ETH,1.01,1.04,0.725665,0.89905,3060340.0,75232400.0,2015,11,11,2
90,2015-11-05,ETH,0.900699,0.991259,0.860382,0.8956370000000001,1179840.0,67070700.0,2015,11,11,3
91,2015-11-06,ETH,0.9047719999999999,0.989848,0.852929,0.926032,913666.0,67397104.0,2015,11,11,4
92,2015-11-07,ETH,0.923732,0.943787,0.863539,0.927974,890187.0,68833200.0,2015,11,11,5
93,2015-11-08,ETH,0.9156610000000001,1.03,0.9156610000000001,1.03,1021460.0,68254304.0,2015,11,11,6
94,2015-11-09,ETH,1.03,1.11,0.945263,0.9992780000000001,2045290.0,76991800.0,2015,11,11,0
95,2015-11-10,ETH,1.0,1.05,0.920968,0.934348,854581.0,74685296.0,2015,11,11,1
96,2015-11-11,ETH,0.9412959999999999,0.9452780000000001,0.729775,0.791829,1278580.0,70236200.0,2015,11,11,2
97,2015-11-12,ETH,0.796455,0.913919,0.76351,0.895711,806156.0,59448700.0,2015,11,11,3
98,2015-11-13,ETH,0.9077219999999999,0.917309,0.846023,0.9040959999999999,543671.0,67777000.0,2015,11,11,4
99,2015-11-14,ETH,0.9054690000000001,0.906113,0.876908,0.888812,372514.0,67631904.0,2015,11,11,5
100,2015-11-15,ETH,0.891217,0.921516,0.874957,0.9063680000000001,411848.0,66590200.0,2015,11,11,6
101,2015-11-16,ETH,0.906166,0.944732,0.891971,0.9289620000000001,620945.0,67730704.0,2015,11,11,0
102,2015-11-17,ETH,0.924948,1.03,0.9057940000000001,1.01,1145440.0,69157904.0,2015,11,11,1
103,2015-11-18,ETH,0.9932139999999999,1.01,0.940516,0.9933190000000001,681104.0,74287696.0,2015,11,11,2
104,2015-11-19,ETH,0.988713,1.01,0.9374979999999999,0.9555319999999999,443528.0,73976096.0,2015,11,11,3
105,2015-11-20,ETH,0.955735,0.955735,0.898576,0.9249200000000001,614335.0,71532496.0,2015,11,11,4
106,2015-11-21,ETH,0.928758,0.978743,0.92094,0.97614,455976.0,69535296.0,2015,11,11,5
107,2015-11-22,ETH,0.979765,0.984132,0.958982,0.968018,372173.0,73378800.0,2015,11,11,6
108,2015-11-23,ETH,0.967493,0.969057,0.9338700000000001,0.9469690000000001,441875.0,72484200.0,2015,11,11,0
109,2015-11-24,ETH,0.946442,0.948055,0.8959309999999999,0.900191,524195.0,70931104.0,2015,11,11,1
110,2015-11-25,ETH,0.893827,0.899493,0.8511059999999999,0.8635370000000001,622991.0,67010200.0,2015,11,11,2
111,2015-11-26,ETH,0.863273,0.903643,0.8043600000000001,0.8841829999999999,947473.0,64740900.0,2015,11,11,3
112,2015-11-27,ETH,0.8821,0.900051,0.8606950000000001,0.867951,403813.0,66174600.0,2015,11,11,4
113,2015-11-28,ETH,0.868102,0.929293,0.8621219999999999,0.915703,462464.0,65147000.0,2015,11,11,5
114,2015-11-29,ETH,0.9141440000000001,0.9141530000000001,0.860533,0.8786139999999999,448358.0,68625104.0,2015,11,11,6
115,2015-11-30,ETH,0.879951,0.8950540000000001,0.8476959999999999,0.8731190000000001,784439.0,66080400.0,2015,11,11,0
116,2015-12-01,ETH,0.878316,0.8867360000000001,0.8539370000000001,0.8748,652857.0,65980000.0,2015,12,12,1
117,2015-12-02,ETH,0.8731709999999999,0.878017,0.818924,0.82121,506307.0,65615700.0,2015,12,12,2
118,2015-12-03,ETH,0.818546,0.837664,0.785086,0.8121430000000001,539969.0,61530500.0,2015,12,12,3
119,2015-12-04,ETH,0.812082,0.859575,0.802373,0.840041,241278.0,61065700.0,2015,12,12,4
120,2015-12-05,ETH,0.841195,0.872821,0.8244440000000001,0.8624379999999999,232743.0,63276000.0,2015,12,12,5
121,2015-12-06,ETH,0.866417,0.8824360000000001,0.8331149999999999,0.8355,443608.0,65194900.0,2015,12,12,6
122,2015-12-07,ETH,0.8363219999999999,0.850791,0.78765,0.811264,520409.0,62950900.0,2015,12,12,0
123,2015-12-08,ETH,0.806024,0.8236450000000001,0.782328,0.822118,445903.0,60690400.0,2015,12,12,1
124,2015-12-09,ETH,0.8244540000000001,0.8244540000000001,0.7704880000000001,0.792167,624221.0,62098400.0,2015,12,12,2
125,2015-12-10,ETH,0.7955899999999999,0.86159,0.787291,0.8403959999999999,369589.0,59945000.0,2015,12,12,3
126,2015-12-11,ETH,0.839995,0.9297620000000001,0.819789,0.9297620000000001,801072.0,63312400.0,2015,12,12,4
127,2015-12-12,ETH,0.9311959999999999,1.05,0.9285459999999999,0.976973,1376280.0,70210000.0,2015,12,12,5
128,2015-12-13,ETH,0.9715379999999999,0.989394,0.9374379999999999,0.9528840000000001,273614.0,73276400.0,2015,12,12,6
129,2015-12-14,ETH,0.95662,1.01,0.9501780000000001,0.993022,563436.0,72176400.0,2015,12,12,0
130,2015-12-15,ETH,0.9905889999999999,1.03,0.98224,1.01,578618.0,74764096.0,2015,12,12,1
131,2015-12-16,ETH,1.02,1.02,0.9749270000000001,0.991182,320767.0,76791600.0,2015,12,12,2
132,2015-12-17,ETH,0.993043,0.997611,0.9118069999999999,0.940701,640765.0,74999296.0,2015,12,12,3
133,2015-12-18,ETH,0.938327,0.939493,0.9080809999999999,0.920127,300787.0,70890600.0,2015,12,12,4
134,2015-12-19,ETH,0.921524,0.925874,0.888916,0.9080719999999999,343535.0,69644200.0,2015,12,12,5
135,2015-12-20,ETH,0.9082399999999999,0.943185,0.8994409999999999,0.903885,472164.0,68663104.0,2015,12,12,6
136,2015-12-21,ETH,0.906065,0.9173899999999999,0.8911819999999999,0.9007709999999999,549113.0,68521200.0,2015,12,12,0
137,2015-12-22,ETH,0.8949729999999999,0.9095260000000001,0.862059,0.864202,454249.0,67704600.0,2015,12,12,1
138,2015-12-23,ETH,0.8617819999999999,0.88294,0.856065,0.8580770000000001,334993.0,65215800.0,2015,12,12,2
139,2015-12-24,ETH,0.859433,0.882818,0.8476,0.8632620000000001,354646.0,65060000.0,2015,12,12,3
140,2015-12-25,ETH,0.861993,0.8825559999999999,0.861993,0.8703629999999999,187114.0,65275400.0,2015,12,12,4
141,2015-12-26,ETH,0.870766,0.8974530000000001,0.8383139999999999,0.8546030000000001,425282.0,65961900.0,2015,12,12,5
142,2015-12-27,ETH,0.853166,0.8615379999999999,0.841151,0.8563649999999999,164565.0,64650000.0,2015,12,12,6
143,2015-12-28,ETH,0.8563559999999999,0.872394,0.832932,0.8450049999999999,235134.0,64913200.0,2015,12,12,0
144,2015-12-29,ETH,0.843835,0.8730540000000001,0.833232,0.8730540000000001,215742.0,63985600.0,2015,12,12,1
145,2015-12-30,ETH,0.874258,0.941099,0.866647,0.911958,604078.0,66314200.0,2015,12,12,2
146,2015-12-31,ETH,0.912098,0.9754139999999999,0.910277,0.933542,663994.0,69207400.0,2015,12,12,3
147,2016-01-01,ETH,0.9337120000000001,0.954822,0.931442,0.948024,206062.0,70870896.0,2016,1,1,4
148,2016-01-02,ETH,0.947401,0.9696370000000001,0.9365600000000001,0.937124,255504.0,71933104.0,2016,1,1,5
149,2016-01-03,ETH,0.9384299999999999,0.9913620000000001,0.934313,0.9719049999999999,407632.0,71275904.0,2016,1,1,6
150,2016-01-04,ETH,0.972045,0.9764379999999999,0.9298350000000001,0.9544799999999999,346245.0,73853904.0,2016,1,1,0
151,2016-01-05,ETH,0.953147,0.9705969999999999,0.946543,0.950176,219833.0,72442400.0,2016,1,1,1
152,2016-01-06,ETH,0.9500280000000001,0.960659,0.935708,0.95086,308791.0,72229696.0,2016,1,1,2
153,2016-01-07,ETH,0.955801,0.9746229999999999,0.9358299999999999,0.942005,647462.0,72692896.0,2016,1,1,3
154,2016-01-08,ETH,0.942752,0.991825,0.939715,0.9867889999999999,545600.0,71724000.0,2016,1,1,4
155,2016-01-09,ETH,0.9855010000000001,0.992345,0.9736,0.986833,226281.0,75001800.0,2016,1,1,5
156,2016-01-10,ETH,0.985557,1.0,0.9750989999999999,0.999231,390888.0,75031200.0,2016,1,1,6
157,2016-01-11,ETH,0.999216,1.07,0.999216,1.06,1011920.0,76096496.0,2016,1,1,0
158,2016-01-12,ETH,1.07,1.28,1.05,1.14,2898760.0,81217296.0,2016,1,1,1
159,2016-01-13,ETH,1.14,1.15,1.08,1.13,1005910.0,86530000.0,2016,1,1,2
160,2016-01-14,ETH,1.12,1.19,1.1,1.19,751961.0,85539296.0,2016,1,1,3
161,2016-01-15,ETH,1.18,1.32,1.14,1.21,3910550.0,90321696.0,2016,1,1,4
162,2016-01-16,ETH,1.22,1.31,1.17,1.22,2462630.0,93099400.0,2016,1,1,5
163,2016-01-17,ETH,1.22,1.33,1.21,1.33,1171150.0,93207296.0,2016,1,1,6
164,2016-01-18,ETH,1.33,1.54,1.32,1.43,4278930.0,101699000.0,2016,1,1,0
165,2016-01-19,ETH,1.42,1.46,1.31,1.37,2446740.0,108628000.0,2016,1,1,1
166,2016-01-20,ETH,1.36,1.62,1.35,1.53,2933220.0,104124000.0,2016,1,1,2
167,2016-01-21,ETH,1.53,1.59,1.49,1.55,1614960.0,117111000.0,2016,1,1,3
168,2016-01-22,ETH,1.55,1.58,1.47,1.5,1567240.0,118244000.0,2016,1,1,4
169,2016-01-23,ETH,1.5,2.03,1.5,1.97,7370980.0,115002000.0,2016,1,1,5
170,2016-01-24,ETH,1.9,2.3,1.9,2.14,9669770.0,145358000.0,2016,1,1,6
171,2016-01-25,ETH,2.15,2.66,2.06,2.5,10739300.0,164312992.0,2016,1,1,0
172,2016-01-26,ETH,2.53,2.84,1.99,2.28,13939200.0,193838000.0,2016,1,1,1
173,2016-01-27,ETH,2.25,2.59,2.19,2.39,6961080.0,172060992.0,2016,1,1,2
174,2016-01-28,ETH,2.41,2.68,2.34,2.53,4903850.0,184294000.0,2016,1,1,3
175,2016-01-29,ETH,2.54,2.61,2.3,2.49,6662340.0,194815008.0,2016,1,1,4
176,2016-01-30,ETH,2.51,2.61,2.4,2.45,3725080.0,192176000.0,2016,1,1,5
177,2016-01-31,ETH,2.44,2.53,2.19,2.31,5847500.0,187288992.0,2016,1,1,6
178,2016-02-01,ETH,2.32,2.32,2.12,2.21,3994100.0,177880992.0,2016,2,2,0
179,2016-02-02,ETH,2.22,2.45,2.16,2.44,3451270.0,169923008.0,2016,2,2,1
180,2016-02-03,ETH,2.43,2.54,2.34,2.53,3987750.0,186608992.0,2016,2,2,2
181,2016-02-04,ETH,2.53,2.63,2.44,2.58,3552320.0,194126000.0,2016,2,2,3
182,2016-02-05,ETH,2.57,2.61,2.47,2.54,2636700.0,197363008.0,2016,2,2,4
183,2016-02-06,ETH,2.53,2.56,2.47,2.53,1921240.0,194620992.0,2016,2,2,5
184,2016-02-07,ETH,2.54,3.06,2.54,2.96,7007060.0,194884000.0,2016,2,2,6
185,2016-02-08,ETH,2.97,3.27,2.88,3.18,9725690.0,228504000.0,2016,2,2,0
186,2016-02-09,ETH,3.17,4.04,3.17,4.04,17954000.0,244110000.0,2016,2,2,1
187,2016-02-10,ETH,4.0,4.86,3.78,4.44,28640400.0,307684000.0,2016,2,2,2
188,2016-02-11,ETH,4.5,6.29,4.34,6.01,26408200.0,345964000.0,2016,2,2,3
189,2016-02-12,ETH,5.95,6.58,5.07,5.55,23360800.0,457617984.0,2016,2,2,4
190,2016-02-13,ETH,5.69,5.72,4.19,5.39,24218800.0,437667008.0,2016,2,2,5
191,2016-02-14,ETH,5.4,5.47,4.45,5.24,11226500.0,416192992.0,2016,2,2,6
192,2016-02-15,ETH,5.33,5.89,5.02,5.29,13934200.0,410643008.0,2016,2,2,0
193,2016-02-16,ETH,5.33,5.47,4.03,4.32,15889100.0,410604992.0,2016,2,2,1
194,2016-02-17,ETH,4.29,4.77,3.5,3.76,15451000.0,330635008.0,2016,2,2,2
195,2016-02-18,ETH,3.77,4.77,3.42,4.4,17054000.0,291068000.0,2016,2,2,3
196,2016-02-19,ETH,4.38,4.79,4.27,4.74,7666320.0,338222016.0,2016,2,2,4
197,2016-02-20,ETH,4.68,4.75,4.13,4.34,8631090.0,361280992.0,2016,2,2,5
198,2016-02-21,ETH,4.36,4.71,4.23,4.65,6413550.0,336572000.0,2016,2,2,6
199,2016-02-22,ETH,4.66,5.65,4.64,5.62,15056200.0,360184992.0,2016,2,2,0
200,2016-02-23,ETH,5.68,5.95,5.39,5.59,13380600.0,439084000.0,2016,2,2,1
201,2016-02-24,ETH,5.6,6.24,5.51,6.24,11426500.0,432976992.0,2016,2,2,2
202,2016-02-25,ETH,6.19,6.65,5.55,6.1,21471800.0,478148992.0,2016,2,2,3
203,2016-02-26,ETH,6.04,6.27,5.74,5.92,9526860.0,466796992.0,2016,2,2,4
204,2016-02-27,ETH,5.96,6.53,5.92,6.43,8903210.0,461168992.0,2016,2,2,5
205,2016-02-28,ETH,6.41,6.62,6.24,6.47,9851660.0,495544992.0,2016,2,2,6
206,2016-02-29,ETH,6.46,6.61,6.05,6.34,7648020.0,499587008.0,2016,2,2,0
207,2016-03-01,ETH,6.32,7.91,6.31,7.65,23098100.0,489188000.0,2016,3,3,1
208,2016-03-02,ETH,7.63,8.75,7.37,8.47,29130200.0,591078016.0,2016,3,3,2
209,2016-03-03,ETH,8.44,10.1,8.33,9.29,40314900.0,653958976.0,2016,3,3,3
210,2016-03-04,ETH,9.24,10.41,8.48,10.41,35520100.0,716027008.0,2016,3,3,4
211,2016-03-05,ETH,10.37,12.27,9.97,11.0,56439600.0,803827008.0,2016,3,3,5
212,2016-03-06,ETH,11.2,11.84,9.99,11.38,39112000.0,868736000.0,2016,3,3,6
213,2016-03-07,ETH,11.43,11.65,9.31,9.55,34085100.0,886446976.0,2016,3,3,0
214,2016-03-08,ETH,9.58,10.17,8.82,9.85,25524300.0,743456000.0,2016,3,3,1
215,2016-03-09,ETH,9.79,12.05,9.67,11.9,27540500.0,760017024.0,2016,3,3,2
216,2016-03-10,ETH,11.88,12.24,10.99,11.31,26851500.0,922451968.0,2016,3,3,3
217,2016-03-11,ETH,11.22,11.6,10.39,11.08,21002700.0,871510976.0,2016,3,3,4
218,2016-03-12,ETH,11.13,13.53,11.09,13.53,48957300.0,864732992.0,2016,3,3,5
219,2016-03-13,ETH,13.51,15.26,13.47,14.48,43915100.0,1049929984.0,2016,3,3,6
220,2016-03-14,ETH,14.51,15.01,11.58,12.45,58385100.0,1128179968.0,2016,3,3,0
221,2016-03-15,ETH,13.0,13.2,12.05,13.01,28404500.0,1011089984.0,2016,3,3,1
222,2016-03-16,ETH,13.02,13.73,12.5,12.52,24335500.0,1013020032.0,2016,3,3,2
223,2016-03-17,ETH,12.56,12.64,10.44,11.08,41650600.0,977388992.0,2016,3,3,3
224,2016-03-18,ETH,11.11,11.18,8.52,11.0,53956800.0,867948992.0,2016,3,3,4
225,2016-03-19,ETH,11.2,11.2,9.78,10.53,26735700.0,875689024.0,2016,3,3,5
226,2016-03-20,ETH,10.52,10.9,9.57,10.32,17651100.0,822297024.0,2016,3,3,6
227,2016-03-21,ETH,10.3,12.01,10.16,11.86,28572600.0,805996992.0,2016,3,3,0
228,2016-03-22,ETH,11.88,12.03,11.18,11.27,19730300.0,929609984.0,2016,3,3,1
229,2016-03-23,ETH,11.33,12.43,11.24,12.42,19353200.0,887595008.0,2016,3,3,2
230,2016-03-24,ETH,12.44,12.5,10.8,11.23,26081800.0,975294976.0,2016,3,3,3
231,2016-03-25,ETH,11.26,11.37,10.53,10.74,13782000.0,883011968.0,2016,3,3,4
232,2016-03-26,ETH,10.77,11.18,10.59,10.97,9425480.0,844742016.0,2016,3,3,5
233,2016-03-27,ETH,10.99,11.05,10.11,10.42,16744800.0,862211008.0,2016,3,3,6
234,2016-03-28,ETH,10.43,11.86,10.41,11.67,23188300.0,819006976.0,2016,3,3,0
235,2016-03-29,ETH,11.75,11.91,11.35,11.66,17684200.0,923113984.0,2016,3,3,1
236,2016-03-30,ETH,11.61,12.18,11.47,11.95,19351200.0,911902016.0,2016,3,3,2
237,2016-03-31,ETH,11.92,12.01,11.32,11.4,14966700.0,936992000.0,2016,3,3,3
238,2016-04-01,ETH,11.4,11.85,11.4,11.66,11373100.0,896537024.0,2016,4,4,4
239,2016-04-02,ETH,11.63,11.69,11.4,11.6,8682620.0,914995008.0,2016,4,4,5
240,2016-04-03,ETH,11.63,11.71,11.51,11.62,5580550.0,915174976.0,2016,4,4,6
241,2016-04-04,ETH,11.62,11.62,11.02,11.16,9599070.0,914560000.0,2016,4,4,0
242,2016-04-05,ETH,11.21,11.21,10.13,10.44,20557300.0,883169984.0,2016,4,4,1
243,2016-04-06,ETH,10.45,10.97,10.28,10.69,16997100.0,823420032.0,2016,4,4,2
244,2016-04-07,ETH,10.7,10.81,9.95,10.07,13464500.0,843091008.0,2016,4,4,3
245,2016-04-08,ETH,10.08,10.39,9.66,9.72,14660600.0,794705024.0,2016,4,4,4
246,2016-04-09,ETH,9.69,10.09,9.07,9.15,16194800.0,764796992.0,2016,4,4,5
247,2016-04-10,ETH,9.15,9.22,7.46,8.94,42613400.0,722132992.0,2016,4,4,6
248,2016-04-11,ETH,8.94,8.95,8.0,8.64,15138100.0,706073984.0,2016,4,4,0
249,2016-04-12,ETH,8.64,8.64,7.15,7.44,23190100.0,682395008.0,2016,4,4,1
250,2016-04-13,ETH,7.44,8.72,7.07,8.04,31403300.0,587993984.0,2016,4,4,2
251,2016-04-14,ETH,8.08,8.76,8.02,8.39,13590700.0,638329984.0,2016,4,4,3
252,2016-04-15,ETH,8.39,8.62,8.1,8.24,12179000.0,663169024.0,2016,4,4,4
253,2016-04-16,ETH,8.24,8.65,8.11,8.61,9888460.0,651553984.0,2016,4,4,5
254,2016-04-17,ETH,8.62,9.7,8.56,9.31,24619600.0,682467008.0,2016,4,4,6
255,2016-04-18,ETH,9.33,9.51,8.5,9.04,21084100.0,738915968.0,2016,4,4,0
256,2016-04-19,ETH,9.08,9.31,8.6,8.71,12899100.0,718825024.0,2016,4,4,1
257,2016-04-20,ETH,8.69,8.83,8.31,8.47,15634700.0,688433984.0,2016,4,4,2
258,2016-04-21,ETH,8.45,8.72,7.96,8.1,13355400.0,670104000.0,2016,4,4,3
259,2016-04-22,ETH,8.15,8.27,7.67,7.82,13309300.0,646297984.0,2016,4,4,4
260,2016-04-23,ETH,7.79,8.55,7.74,8.29,14565200.0,618147008.0,2016,4,4,5
261,2016-04-24,ETH,8.29,8.47,7.96,8.0,10786400.0,658203008.0,2016,4,4,6
262,2016-04-25,ETH,8.01,8.09,7.24,7.55,18239900.0,635784000.0,2016,4,4,0
263,2016-04-26,ETH,7.53,7.55,7.06,7.4,17667300.0,597819008.0,2016,4,4,1
264,2016-04-27,ETH,7.39,7.97,7.32,7.76,19254500.0,587075968.0,2016,4,4,2
265,2016-04-28,ETH,7.74,7.91,7.17,7.17,11576000.0,615315968.0,2016,4,4,3
266,2016-04-29,ETH,7.21,7.73,7.17,7.46,8762080.0,573123968.0,2016,4,4,4
267,2016-04-30,ETH,7.45,9.37,7.45,8.81,36573300.0,592992000.0,2016,4,4,5
268,2016-05-01,ETH,8.78,9.01,8.43,8.85,16713800.0,698377024.0,2016,5,5,6
269,2016-05-02,ETH,8.89,10.32,8.85,10.16,41019200.0,708137024.0,2016,5,5,0
270,2016-05-03,ETH,10.17,10.17,9.28,9.31,21463900.0,809644032.0,2016,5,5,1
271,2016-05-04,ETH,9.38,10.03,9.27,9.41,17622400.0,747638016.0,2016,5,5,2
272,2016-05-05,ETH,9.4,10.05,9.29,9.83,18296200.0,749038016.0,2016,5,5,3
273,2016-05-06,ETH,9.81,9.95,9.04,9.35,21510600.0,782260992.0,2016,5,5,4
274,2016-05-07,ETH,9.32,9.48,9.21,9.37,10806500.0,743166016.0,2016,5,5,5
275,2016-05-08,ETH,9.37,9.6,8.93,9.48,15031000.0,748030016.0,2016,5,5,6
276,2016-05-09,ETH,9.49,9.64,9.2,9.3,13085300.0,758000000.0,2016,5,5,0
277,2016-05-10,ETH,9.28,9.48,9.26,9.36,9321790.0,741417024.0,2016,5,5,1
278,2016-05-11,ETH,9.43,10.01,9.39,10.0,15267500.0,753600000.0,2016,5,5,2
279,2016-05-12,ETH,10.0,10.51,9.86,10.06,24137700.0,798952000.0,2016,5,5,3
280,2016-05-13,ETH,10.06,11.05,10.02,10.51,31276900.0,804646976.0,2016,5,5,4
281,2016-05-14,ETH,10.51,10.61,9.81,10.24,18808000.0,840395008.0,2016,5,5,5
282,2016-05-15,ETH,10.24,10.44,9.93,9.96,9218400.0,819398976.0,2016,5,5,6
283,2016-05-16,ETH,9.97,11.44,9.97,11.17,29079900.0,798115968.0,2016,5,5,0
284,2016-05-17,ETH,11.19,12.49,11.15,12.2,37198700.0,896505024.0,2016,5,5,1
285,2016-05-18,ETH,12.18,14.26,12.18,13.56,65389900.0,975878016.0,2016,5,5,2
286,2016-05-19,ETH,13.54,14.87,13.34,14.77,53757500.0,1085570048.0,2016,5,5,3
287,2016-05-20,ETH,14.85,15.05,13.38,13.64,50544100.0,1191079936.0,2016,5,5,4
288,2016-05-21,ETH,13.69,14.05,13.12,14.02,24648400.0,1098220032.0,2016,5,5,5
289,2016-05-22,ETH,14.04,14.35,13.77,14.29,17938900.0,1126809984.0,2016,5,5,6
290,2016-05-23,ETH,14.28,14.49,13.19,13.46,23842800.0,1146470016.0,2016,5,5,0
291,2016-05-24,ETH,13.31,13.77,12.01,12.73,41560600.0,1068670016.0,2016,5,5,1
292,2016-05-25,ETH,12.79,12.9,11.77,12.53,27444700.0,1027939968.0,2016,5,5,2
293,2016-05-26,ETH,12.52,12.99,12.06,12.43,20764000.0,1006080000.0,2016,5,5,3
294,2016-05-27,ETH,12.39,12.39,10.5,11.3,57496400.0,996292992.0,2016,5,5,4
295,2016-05-28,ETH,11.33,12.36,10.37,11.89,47274800.0,911724032.0,2016,5,5,5
296,2016-05-29,ETH,12.11,12.69,11.78,12.35,28598400.0,974784000.0,2016,5,5,6
297,2016-05-30,ETH,12.33,12.88,12.27,12.73,14733800.0,992329024.0,2016,5,5,0
298,2016-05-31,ETH,12.74,14.27,12.64,14.08,42433400.0,1026409984.0,2016,5,5,1
299,2016-06-01,ETH,14.11,14.32,13.44,14.0,22471300.0,1136899968.0,2016,6,6,2
300,2016-06-02,ETH,13.99,14.05,13.63,13.74,10477200.0,1127830016.0,2016,6,6,3
301,2016-06-03,ETH,13.74,13.87,13.25,13.85,22981500.0,1108220032.0,2016,6,6,4
302,2016-06-04,ETH,13.86,13.95,13.42,13.74,15792400.0,1118460032.0,2016,6,6,5
303,2016-06-05,ETH,13.76,14.07,13.57,13.98,11088400.0,1110690048.0,2016,6,6,6
304,2016-06-06,ETH,14.0,14.06,13.73,13.93,8720400.0,1130349952.0,2016,6,6,0
305,2016-06-07,ETH,13.95,14.51,13.81,14.51,21421600.0,1126329984.0,2016,6,6,1
306,2016-06-08,ETH,14.51,14.78,14.28,14.42,16941800.0,1172230016.0,2016,6,6,2
307,2016-06-09,ETH,14.43,14.57,14.34,14.4,8256830.0,1166450048.0,2016,6,6,3
308,2016-06-10,ETH,14.38,14.43,13.82,13.91,11312900.0,1162499968.0,2016,6,6,4
309,2016-06-11,ETH,13.91,14.19,13.72,14.19,12176500.0,1125180032.0,2016,6,6,5
310,2016-06-12,ETH,14.19,15.9,14.19,15.74,38210300.0,1148070016.0,2016,6,6,6
311,2016-06-13,ETH,15.77,17.64,15.72,17.6,38023400.0,1276930048.0,2016,6,6,0
